program,id_filiere,filiere_nom,match_type
"Master professionnel en sciences juridiques, option: fiscalité; 16. Master professionnel en sciences juridiques, option: droit notarial; 17. Master professionnel en sciences juridiques, option: carrières judiciaires sciences criminels; 18- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: informatique; 19- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: réseaux et télécommunications; 20- Master professionnel en sciences agroalimentaires (SAA), option: industries agroalimentaires (IAA); 21- Master professionnel en sciences agroalimentaires (SAA), option: développement agricole et rural (DAR); 22. Diplôme d'Etat de docteur en médecine. HA-2021 RepSEN/Ensup-priv/HA/080-2021 1. Licence en gestion des organisations; 2. Licence en sciences politiques et relations internationales; 3. Licence en sciences de l'information et de la communication 1. Master en Sciences Politiques et Relations Internationales",1,Informatique,name
"Master professionnel en sciences juridiques, option: fiscalité; 16. Master professionnel en sciences juridiques, option: droit notarial; 17. Master professionnel en sciences juridiques, option: carrières judiciaires sciences criminels; 18- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: informatique; 19- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: réseaux et télécommunications; 20- Master professionnel en sciences agroalimentaires (SAA), option: industries agroalimentaires (IAA); 21- Master professionnel en sciences agroalimentaires (SAA), option: développement agricole et rural (DAR); 22. Diplôme d'Etat de docteur en médecine. HA-2021 RepSEN/Ensup-priv/HA/080-2021 1. Licence en gestion des organisations; 2. Licence en sciences politiques et relations internationales; 3. Licence en sciences de l'information et de la communication 1. Master en Sciences Politiques et Relations Internationales",3,Médecine,name
"Master professionnel en sciences juridiques, option: fiscalité; 16. Master professionnel en sciences juridiques, option: droit notarial; 17. Master professionnel en sciences juridiques, option: carrières judiciaires sciences criminels; 18- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: informatique; 19- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: réseaux et télécommunications; 20- Master professionnel en sciences agroalimentaires (SAA), option: industries agroalimentaires (IAA); 21- Master professionnel en sciences agroalimentaires (SAA), option: développement agricole et rural (DAR); 22. Diplôme d'Etat de docteur en médecine. HA-2021 RepSEN/Ensup-priv/HA/080-2021 1. Licence en gestion des organisations; 2. Licence en sciences politiques et relations internationales; 3. Licence en sciences de l'information et de la communication 1. Master en Sciences Politiques et Relations Internationales",4,Droit,name
"Master professionnel en sciences juridiques, option: fiscalité; 16. Master professionnel en sciences juridiques, option: droit notarial; 17. Master professionnel en sciences juridiques, option: carrières judiciaires sciences criminels; 18- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: informatique; 19- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: réseaux et télécommunications; 20- Master professionnel en sciences agroalimentaires (SAA), option: industries agroalimentaires (IAA); 21- Master professionnel en sciences agroalimentaires (SAA), option: développement agricole et rural (DAR); 22. Diplôme d'Etat de docteur en médecine. HA-2021 RepSEN/Ensup-priv/HA/080-2021 1. Licence en gestion des organisations; 2. Licence en sciences politiques et relations internationales; 3. Licence en sciences de l'information et de la communication 1. Master en Sciences Politiques et Relations Internationales",4,Médecin,name
"Master professionnel en sciences juridiques, option: fiscalité; 16. Master professionnel en sciences juridiques, option: droit notarial; 17. Master professionnel en sciences juridiques, option: carrières judiciaires sciences criminels; 18- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: informatique; 19- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: réseaux et télécommunications; 20- Master professionnel en sciences agroalimentaires (SAA), option: industries agroalimentaires (IAA); 21- Master professionnel en sciences agroalimentaires (SAA), option: développement agricole et rural (DAR); 22. Diplôme d'Etat de docteur en médecine. HA-2021 RepSEN/Ensup-priv/HA/080-2021 1. Licence en gestion des organisations; 2. Licence en sciences politiques et relations internationales; 3. Licence en sciences de l'information et de la communication 1. Master en Sciences Politiques et Relations Internationales",5,Gestion,name
"Master professionnel en sciences juridiques, option: fiscalité; 16. Master professionnel en sciences juridiques, option: droit notarial; 17. Master professionnel en sciences juridiques, option: carrières judiciaires sciences criminels; 18- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: informatique; 19- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: réseaux et télécommunications; 20- Master professionnel en sciences agroalimentaires (SAA), option: industries agroalimentaires (IAA); 21- Master professionnel en sciences agroalimentaires (SAA), option: développement agricole et rural (DAR); 22. Diplôme d'Etat de docteur en médecine. HA-2021 RepSEN/Ensup-priv/HA/080-2021 1. Licence en gestion des organisations; 2. Licence en sciences politiques et relations internationales; 3. Licence en sciences de l'information et de la communication 1. Master en Sciences Politiques et Relations Internationales",10,Réseaux et Télécommunications,name
"Master professionnel en sciences juridiques, option: fiscalité; 16. Master professionnel en sciences juridiques, option: droit notarial; 17. Master professionnel en sciences juridiques, option: carrières judiciaires sciences criminels; 18- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: informatique; 19- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: réseaux et télécommunications; 20- Master professionnel en sciences agroalimentaires (SAA), option: industries agroalimentaires (IAA); 21- Master professionnel en sciences agroalimentaires (SAA), option: développement agricole et rural (DAR); 22. Diplôme d'Etat de docteur en médecine. HA-2021 RepSEN/Ensup-priv/HA/080-2021 1. Licence en gestion des organisations; 2. Licence en sciences politiques et relations internationales; 3. Licence en sciences de l'information et de la communication 1. Master en Sciences Politiques et Relations Internationales",101,Sciences Politiques,name
"Master professionnel en sciences juridiques, option: fiscalité; 16. Master professionnel en sciences juridiques, option: droit notarial; 17. Master professionnel en sciences juridiques, option: carrières judiciaires sciences criminels; 18- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: informatique; 19- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: réseaux et télécommunications; 20- Master professionnel en sciences agroalimentaires (SAA), option: industries agroalimentaires (IAA); 21- Master professionnel en sciences agroalimentaires (SAA), option: développement agricole et rural (DAR); 22. Diplôme d'Etat de docteur en médecine. HA-2021 RepSEN/Ensup-priv/HA/080-2021 1. Licence en gestion des organisations; 2. Licence en sciences politiques et relations internationales; 3. Licence en sciences de l'information et de la communication 1. Master en Sciences Politiques et Relations Internationales",117,Fiscalité,name
"Master professionnel en sciences juridiques, option: fiscalité; 16. Master professionnel en sciences juridiques, option: droit notarial; 17. Master professionnel en sciences juridiques, option: carrières judiciaires sciences criminels; 18- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: informatique; 19- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: réseaux et télécommunications; 20- Master professionnel en sciences agroalimentaires (SAA), option: industries agroalimentaires (IAA); 21- Master professionnel en sciences agroalimentaires (SAA), option: développement agricole et rural (DAR); 22. Diplôme d'Etat de docteur en médecine. HA-2021 RepSEN/Ensup-priv/HA/080-2021 1. Licence en gestion des organisations; 2. Licence en sciences politiques et relations internationales; 3. Licence en sciences de l'information et de la communication 1. Master en Sciences Politiques et Relations Internationales",121,Communication,name
"Master professionnel en sciences juridiques, option: fiscalité; 16. Master professionnel en sciences juridiques, option: droit notarial; 17. Master professionnel en sciences juridiques, option: carrières judiciaires sciences criminels; 18- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: informatique; 19- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: réseaux et télécommunications; 20- Master professionnel en sciences agroalimentaires (SAA), option: industries agroalimentaires (IAA); 21- Master professionnel en sciences agroalimentaires (SAA), option: développement agricole et rural (DAR); 22. Diplôme d'Etat de docteur en médecine. HA-2021 RepSEN/Ensup-priv/HA/080-2021 1. Licence en gestion des organisations; 2. Licence en sciences politiques et relations internationales; 3. Licence en sciences de l'information et de la communication 1. Master en Sciences Politiques et Relations Internationales",125,Sciences Politiques et Relations Internationales,name
"Master professionnel en sciences juridiques, option: fiscalité; 16. Master professionnel en sciences juridiques, option: droit notarial; 17. Master professionnel en sciences juridiques, option: carrières judiciaires sciences criminels; 18- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: informatique; 19- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: réseaux et télécommunications; 20- Master professionnel en sciences agroalimentaires (SAA), option: industries agroalimentaires (IAA); 21- Master professionnel en sciences agroalimentaires (SAA), option: développement agricole et rural (DAR); 22. Diplôme d'Etat de docteur en médecine. HA-2021 RepSEN/Ensup-priv/HA/080-2021 1. Licence en gestion des organisations; 2. Licence en sciences politiques et relations internationales; 3. Licence en sciences de l'information et de la communication 1. Master en Sciences Politiques et Relations Internationales",142,Sciences et Technologies,name
"Master professionnel en sciences juridiques, option: fiscalité; 16. Master professionnel en sciences juridiques, option: droit notarial; 17. Master professionnel en sciences juridiques, option: carrières judiciaires sciences criminels; 18- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: informatique; 19- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: réseaux et télécommunications; 20- Master professionnel en sciences agroalimentaires (SAA), option: industries agroalimentaires (IAA); 21- Master professionnel en sciences agroalimentaires (SAA), option: développement agricole et rural (DAR); 22. Diplôme d'Etat de docteur en médecine. HA-2021 RepSEN/Ensup-priv/HA/080-2021 1. Licence en gestion des organisations; 2. Licence en sciences politiques et relations internationales; 3. Licence en sciences de l'information et de la communication 1. Master en Sciences Politiques et Relations Internationales",145,Sciences juridiques,name
"Master professionnel en sciences juridiques, option: fiscalité; 16. Master professionnel en sciences juridiques, option: droit notarial; 17. Master professionnel en sciences juridiques, option: carrières judiciaires sciences criminels; 18- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: informatique; 19- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: réseaux et télécommunications; 20- Master professionnel en sciences agroalimentaires (SAA), option: industries agroalimentaires (IAA); 21- Master professionnel en sciences agroalimentaires (SAA), option: développement agricole et rural (DAR); 22. Diplôme d'Etat de docteur en médecine. HA-2021 RepSEN/Ensup-priv/HA/080-2021 1. Licence en gestion des organisations; 2. Licence en sciences politiques et relations internationales; 3. Licence en sciences de l'information et de la communication 1. Master en Sciences Politiques et Relations Internationales",146,Sciences agroalimentaires,name
"Master professionnel en sciences juridiques, option: fiscalité; 16. Master professionnel en sciences juridiques, option: droit notarial; 17. Master professionnel en sciences juridiques, option: carrières judiciaires sciences criminels; 18- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: informatique; 19- Master professionnel en sciences et technologies de l'information et de la communication (STIC), option: réseaux et télécommunications; 20- Master professionnel en sciences agroalimentaires (SAA), option: industries agroalimentaires (IAA); 21- Master professionnel en sciences agroalimentaires (SAA), option: développement agricole et rural (DAR); 22. Diplôme d'Etat de docteur en médecine. HA-2021 RepSEN/Ensup-priv/HA/080-2021 1. Licence en gestion des organisations; 2. Licence en sciences politiques et relations internationales; 3. Licence en sciences de l'information et de la communication 1. Master en Sciences Politiques et Relations Internationales",162,Télécommunications,name
"Licence en comptabilité finance; 2. Licence en hautes études comptables et financières; 3. Licence en science de gestion; 4. Licence en gestion des ressources humaines (GRH); 5. Licence en commerce et échanges internationaux; 6. Licence en informatique de gestion; 7. Licence en réseaux et systèmes informatiques; 8. Licence en droit économique et des affaires; 9. Master en informatique de gestion; 10. Master en comptabilité finance; 11. Master en administration et échanges internationaux; 12. Master en gestion des ressources humaines (GRH); 13. Master en hautes études comptables et financières; 14. Master en audit et contrôle de gestion; 15. Master en management de la qualité et des projets innovants; 16. Master en banque, assurance et micro-finance. 1. Diplôme élémentaire de comptabilité ; 2. Diplôme supérieur de comptabilité ; 3. Licence en Transport logistique 4. Master en droit économique et des affaires, option: contentieux des affaires; 5. Master en marketing, option: marketing stratégie et commerciale; 6. Master en marketing, option : marketing digital et e-commerce ; 7. Master en gestion production, logistique, achats, option : achat international.",1,Informatique,name
"Licence en comptabilité finance; 2. Licence en hautes études comptables et financières; 3. Licence en science de gestion; 4. Licence en gestion des ressources humaines (GRH); 5. Licence en commerce et échanges internationaux; 6. Licence en informatique de gestion; 7. Licence en réseaux et systèmes informatiques; 8. Licence en droit économique et des affaires; 9. Master en informatique de gestion; 10. Master en comptabilité finance; 11. Master en administration et échanges internationaux; 12. Master en gestion des ressources humaines (GRH); 13. Master en hautes études comptables et financières; 14. Master en audit et contrôle de gestion; 15. Master en management de la qualité et des projets innovants; 16. Master en banque, assurance et micro-finance. 1. Diplôme élémentaire de comptabilité ; 2. Diplôme supérieur de comptabilité ; 3. Licence en Transport logistique 4. Master en droit économique et des affaires, option: contentieux des affaires; 5. Master en marketing, option: marketing stratégie et commerciale; 6. Master en marketing, option : marketing digital et e-commerce ; 7. Master en gestion production, logistique, achats, option : achat international.",4,Droit,name
"Licence en comptabilité finance; 2. Licence en hautes études comptables et financières; 3. Licence en science de gestion; 4. Licence en gestion des ressources humaines (GRH); 5. Licence en commerce et échanges internationaux; 6. Licence en informatique de gestion; 7. Licence en réseaux et systèmes informatiques; 8. Licence en droit économique et des affaires; 9. Master en informatique de gestion; 10. Master en comptabilité finance; 11. Master en administration et échanges internationaux; 12. Master en gestion des ressources humaines (GRH); 13. Master en hautes études comptables et financières; 14. Master en audit et contrôle de gestion; 15. Master en management de la qualité et des projets innovants; 16. Master en banque, assurance et micro-finance. 1. Diplôme élémentaire de comptabilité ; 2. Diplôme supérieur de comptabilité ; 3. Licence en Transport logistique 4. Master en droit économique et des affaires, option: contentieux des affaires; 5. Master en marketing, option: marketing stratégie et commerciale; 6. Master en marketing, option : marketing digital et e-commerce ; 7. Master en gestion production, logistique, achats, option : achat international.",5,Gestion,name
"Licence en comptabilité finance; 2. Licence en hautes études comptables et financières; 3. Licence en science de gestion; 4. Licence en gestion des ressources humaines (GRH); 5. Licence en commerce et échanges internationaux; 6. Licence en informatique de gestion; 7. Licence en réseaux et systèmes informatiques; 8. Licence en droit économique et des affaires; 9. Master en informatique de gestion; 10. Master en comptabilité finance; 11. Master en administration et échanges internationaux; 12. Master en gestion des ressources humaines (GRH); 13. Master en hautes études comptables et financières; 14. Master en audit et contrôle de gestion; 15. Master en management de la qualité et des projets innovants; 16. Master en banque, assurance et micro-finance. 1. Diplôme élémentaire de comptabilité ; 2. Diplôme supérieur de comptabilité ; 3. Licence en Transport logistique 4. Master en droit économique et des affaires, option: contentieux des affaires; 5. Master en marketing, option: marketing stratégie et commerciale; 6. Master en marketing, option : marketing digital et e-commerce ; 7. Master en gestion production, logistique, achats, option : achat international.",6,Comptable,name
"Licence en comptabilité finance; 2. Licence en hautes études comptables et financières; 3. Licence en science de gestion; 4. Licence en gestion des ressources humaines (GRH); 5. Licence en commerce et échanges internationaux; 6. Licence en informatique de gestion; 7. Licence en réseaux et systèmes informatiques; 8. Licence en droit économique et des affaires; 9. Master en informatique de gestion; 10. Master en comptabilité finance; 11. Master en administration et échanges internationaux; 12. Master en gestion des ressources humaines (GRH); 13. Master en hautes études comptables et financières; 14. Master en audit et contrôle de gestion; 15. Master en management de la qualité et des projets innovants; 16. Master en banque, assurance et micro-finance. 1. Diplôme élémentaire de comptabilité ; 2. Diplôme supérieur de comptabilité ; 3. Licence en Transport logistique 4. Master en droit économique et des affaires, option: contentieux des affaires; 5. Master en marketing, option: marketing stratégie et commerciale; 6. Master en marketing, option : marketing digital et e-commerce ; 7. Master en gestion production, logistique, achats, option : achat international.",7,Marketing,name
"Licence en comptabilité finance; 2. Licence en hautes études comptables et financières; 3. Licence en science de gestion; 4. Licence en gestion des ressources humaines (GRH); 5. Licence en commerce et échanges internationaux; 6. Licence en informatique de gestion; 7. Licence en réseaux et systèmes informatiques; 8. Licence en droit économique et des affaires; 9. Master en informatique de gestion; 10. Master en comptabilité finance; 11. Master en administration et échanges internationaux; 12. Master en gestion des ressources humaines (GRH); 13. Master en hautes études comptables et financières; 14. Master en audit et contrôle de gestion; 15. Master en management de la qualité et des projets innovants; 16. Master en banque, assurance et micro-finance. 1. Diplôme élémentaire de comptabilité ; 2. Diplôme supérieur de comptabilité ; 3. Licence en Transport logistique 4. Master en droit économique et des affaires, option: contentieux des affaires; 5. Master en marketing, option: marketing stratégie et commerciale; 6. Master en marketing, option : marketing digital et e-commerce ; 7. Master en gestion production, logistique, achats, option : achat international.",15,Informatique de Gestion,name
"Licence en comptabilité finance; 2. Licence en hautes études comptables et financières; 3. Licence en science de gestion; 4. Licence en gestion des ressources humaines (GRH); 5. Licence en commerce et échanges internationaux; 6. Licence en informatique de gestion; 7. Licence en réseaux et systèmes informatiques; 8. Licence en droit économique et des affaires; 9. Master en informatique de gestion; 10. Master en comptabilité finance; 11. Master en administration et échanges internationaux; 12. Master en gestion des ressources humaines (GRH); 13. Master en hautes études comptables et financières; 14. Master en audit et contrôle de gestion; 15. Master en management de la qualité et des projets innovants; 16. Master en banque, assurance et micro-finance. 1. Diplôme élémentaire de comptabilité ; 2. Diplôme supérieur de comptabilité ; 3. Licence en Transport logistique 4. Master en droit économique et des affaires, option: contentieux des affaires; 5. Master en marketing, option: marketing stratégie et commerciale; 6. Master en marketing, option : marketing digital et e-commerce ; 7. Master en gestion production, logistique, achats, option : achat international.",64,Management,name
"Licence en comptabilité finance; 2. Licence en hautes études comptables et financières; 3. Licence en science de gestion; 4. Licence en gestion des ressources humaines (GRH); 5. Licence en commerce et échanges internationaux; 6. Licence en informatique de gestion; 7. Licence en réseaux et systèmes informatiques; 8. Licence en droit économique et des affaires; 9. Master en informatique de gestion; 10. Master en comptabilité finance; 11. Master en administration et échanges internationaux; 12. Master en gestion des ressources humaines (GRH); 13. Master en hautes études comptables et financières; 14. Master en audit et contrôle de gestion; 15. Master en management de la qualité et des projets innovants; 16. Master en banque, assurance et micro-finance. 1. Diplôme élémentaire de comptabilité ; 2. Diplôme supérieur de comptabilité ; 3. Licence en Transport logistique 4. Master en droit économique et des affaires, option: contentieux des affaires; 5. Master en marketing, option: marketing stratégie et commerciale; 6. Master en marketing, option : marketing digital et e-commerce ; 7. Master en gestion production, logistique, achats, option : achat international.",68,Gestion des ressources humaines,name
"Licence en comptabilité finance; 2. Licence en hautes études comptables et financières; 3. Licence en science de gestion; 4. Licence en gestion des ressources humaines (GRH); 5. Licence en commerce et échanges internationaux; 6. Licence en informatique de gestion; 7. Licence en réseaux et systèmes informatiques; 8. Licence en droit économique et des affaires; 9. Master en informatique de gestion; 10. Master en comptabilité finance; 11. Master en administration et échanges internationaux; 12. Master en gestion des ressources humaines (GRH); 13. Master en hautes études comptables et financières; 14. Master en audit et contrôle de gestion; 15. Master en management de la qualité et des projets innovants; 16. Master en banque, assurance et micro-finance. 1. Diplôme élémentaire de comptabilité ; 2. Diplôme supérieur de comptabilité ; 3. Licence en Transport logistique 4. Master en droit économique et des affaires, option: contentieux des affaires; 5. Master en marketing, option: marketing stratégie et commerciale; 6. Master en marketing, option : marketing digital et e-commerce ; 7. Master en gestion production, logistique, achats, option : achat international.",78,Transport logistique,name
"Licence en comptabilité finance; 2. Licence en hautes études comptables et financières; 3. Licence en science de gestion; 4. Licence en gestion des ressources humaines (GRH); 5. Licence en commerce et échanges internationaux; 6. Licence en informatique de gestion; 7. Licence en réseaux et systèmes informatiques; 8. Licence en droit économique et des affaires; 9. Master en informatique de gestion; 10. Master en comptabilité finance; 11. Master en administration et échanges internationaux; 12. Master en gestion des ressources humaines (GRH); 13. Master en hautes études comptables et financières; 14. Master en audit et contrôle de gestion; 15. Master en management de la qualité et des projets innovants; 16. Master en banque, assurance et micro-finance. 1. Diplôme élémentaire de comptabilité ; 2. Diplôme supérieur de comptabilité ; 3. Licence en Transport logistique 4. Master en droit économique et des affaires, option: contentieux des affaires; 5. Master en marketing, option: marketing stratégie et commerciale; 6. Master en marketing, option : marketing digital et e-commerce ; 7. Master en gestion production, logistique, achats, option : achat international.",97,Audit et Contrôle de Gestion,name
"Licence en comptabilité finance; 2. Licence en hautes études comptables et financières; 3. Licence en science de gestion; 4. Licence en gestion des ressources humaines (GRH); 5. Licence en commerce et échanges internationaux; 6. Licence en informatique de gestion; 7. Licence en réseaux et systèmes informatiques; 8. Licence en droit économique et des affaires; 9. Master en informatique de gestion; 10. Master en comptabilité finance; 11. Master en administration et échanges internationaux; 12. Master en gestion des ressources humaines (GRH); 13. Master en hautes études comptables et financières; 14. Master en audit et contrôle de gestion; 15. Master en management de la qualité et des projets innovants; 16. Master en banque, assurance et micro-finance. 1. Diplôme élémentaire de comptabilité ; 2. Diplôme supérieur de comptabilité ; 3. Licence en Transport logistique 4. Master en droit économique et des affaires, option: contentieux des affaires; 5. Master en marketing, option: marketing stratégie et commerciale; 6. Master en marketing, option : marketing digital et e-commerce ; 7. Master en gestion production, logistique, achats, option : achat international.",105,Comptabilité,name
"Licence en comptabilité finance; 2. Licence en hautes études comptables et financières; 3. Licence en science de gestion; 4. Licence en gestion des ressources humaines (GRH); 5. Licence en commerce et échanges internationaux; 6. Licence en informatique de gestion; 7. Licence en réseaux et systèmes informatiques; 8. Licence en droit économique et des affaires; 9. Master en informatique de gestion; 10. Master en comptabilité finance; 11. Master en administration et échanges internationaux; 12. Master en gestion des ressources humaines (GRH); 13. Master en hautes études comptables et financières; 14. Master en audit et contrôle de gestion; 15. Master en management de la qualité et des projets innovants; 16. Master en banque, assurance et micro-finance. 1. Diplôme élémentaire de comptabilité ; 2. Diplôme supérieur de comptabilité ; 3. Licence en Transport logistique 4. Master en droit économique et des affaires, option: contentieux des affaires; 5. Master en marketing, option: marketing stratégie et commerciale; 6. Master en marketing, option : marketing digital et e-commerce ; 7. Master en gestion production, logistique, achats, option : achat international.",139,Marketing digital,name
"Licence en comptabilité finance; 2. Licence en hautes études comptables et financières; 3. Licence en science de gestion; 4. Licence en gestion des ressources humaines (GRH); 5. Licence en commerce et échanges internationaux; 6. Licence en informatique de gestion; 7. Licence en réseaux et systèmes informatiques; 8. Licence en droit économique et des affaires; 9. Master en informatique de gestion; 10. Master en comptabilité finance; 11. Master en administration et échanges internationaux; 12. Master en gestion des ressources humaines (GRH); 13. Master en hautes études comptables et financières; 14. Master en audit et contrôle de gestion; 15. Master en management de la qualité et des projets innovants; 16. Master en banque, assurance et micro-finance. 1. Diplôme élémentaire de comptabilité ; 2. Diplôme supérieur de comptabilité ; 3. Licence en Transport logistique 4. Master en droit économique et des affaires, option: contentieux des affaires; 5. Master en marketing, option: marketing stratégie et commerciale; 6. Master en marketing, option : marketing digital et e-commerce ; 7. Master en gestion production, logistique, achats, option : achat international.",149,Études comptables et financières,name
"Licence en comptabilité finance; 2. Licence en hautes études comptables et financières; 3. Licence en science de gestion; 4. Licence en gestion des ressources humaines (GRH); 5. Licence en commerce et échanges internationaux; 6. Licence en informatique de gestion; 7. Licence en réseaux et systèmes informatiques; 8. Licence en droit économique et des affaires; 9. Master en informatique de gestion; 10. Master en comptabilité finance; 11. Master en administration et échanges internationaux; 12. Master en gestion des ressources humaines (GRH); 13. Master en hautes études comptables et financières; 14. Master en audit et contrôle de gestion; 15. Master en management de la qualité et des projets innovants; 16. Master en banque, assurance et micro-finance. 1. Diplôme élémentaire de comptabilité ; 2. Diplôme supérieur de comptabilité ; 3. Licence en Transport logistique 4. Master en droit économique et des affaires, option: contentieux des affaires; 5. Master en marketing, option: marketing stratégie et commerciale; 6. Master en marketing, option : marketing digital et e-commerce ; 7. Master en gestion production, logistique, achats, option : achat international.",150,Droit économique et des affaires,name
"Licence en comptabilité finance; 2. Licence en hautes études comptables et financières; 3. Licence en science de gestion; 4. Licence en gestion des ressources humaines (GRH); 5. Licence en commerce et échanges internationaux; 6. Licence en informatique de gestion; 7. Licence en réseaux et systèmes informatiques; 8. Licence en droit économique et des affaires; 9. Master en informatique de gestion; 10. Master en comptabilité finance; 11. Master en administration et échanges internationaux; 12. Master en gestion des ressources humaines (GRH); 13. Master en hautes études comptables et financières; 14. Master en audit et contrôle de gestion; 15. Master en management de la qualité et des projets innovants; 16. Master en banque, assurance et micro-finance. 1. Diplôme élémentaire de comptabilité ; 2. Diplôme supérieur de comptabilité ; 3. Licence en Transport logistique 4. Master en droit économique et des affaires, option: contentieux des affaires; 5. Master en marketing, option: marketing stratégie et commerciale; 6. Master en marketing, option : marketing digital et e-commerce ; 7. Master en gestion production, logistique, achats, option : achat international.",155,Commercial,name
"Licence en comptabilité, contrôle, audit, option: comptabilité finance; 2. Licence en management, option: management des entreprise; 3. Licence en gestion, option: gestion des entreprises; 4. Licence en science politique, option: sciences politiques et relations internationales; 5. Licence en gestion, option: gestion hôtelière et touristique; 6. Licence en gestion, option: informatique de gestion; 7. Licence en science de l'éducation, option: sciences de l'éducation; 8. Master en comptabilité, contrôle, audit, option: 48",1,Informatique,name
"Licence en comptabilité, contrôle, audit, option: comptabilité finance; 2. Licence en management, option: management des entreprise; 3. Licence en gestion, option: gestion des entreprises; 4. Licence en science politique, option: sciences politiques et relations internationales; 5. Licence en gestion, option: gestion hôtelière et touristique; 6. Licence en gestion, option: informatique de gestion; 7. Licence en science de l'éducation, option: sciences de l'éducation; 8. Master en comptabilité, contrôle, audit, option: 48",5,Gestion,name
"Licence en comptabilité, contrôle, audit, option: comptabilité finance; 2. Licence en management, option: management des entreprise; 3. Licence en gestion, option: gestion des entreprises; 4. Licence en science politique, option: sciences politiques et relations internationales; 5. Licence en gestion, option: gestion hôtelière et touristique; 6. Licence en gestion, option: informatique de gestion; 7. Licence en science de l'éducation, option: sciences de l'éducation; 8. Master en comptabilité, contrôle, audit, option: 48",15,Informatique de Gestion,name
"Licence en comptabilité, contrôle, audit, option: comptabilité finance; 2. Licence en management, option: management des entreprise; 3. Licence en gestion, option: gestion des entreprises; 4. Licence en science politique, option: sciences politiques et relations internationales; 5. Licence en gestion, option: gestion hôtelière et touristique; 6. Licence en gestion, option: informatique de gestion; 7. Licence en science de l'éducation, option: sciences de l'éducation; 8. Master en comptabilité, contrôle, audit, option: 48",64,Management,name
"Licence en comptabilité, contrôle, audit, option: comptabilité finance; 2. Licence en management, option: management des entreprise; 3. Licence en gestion, option: gestion des entreprises; 4. Licence en science politique, option: sciences politiques et relations internationales; 5. Licence en gestion, option: gestion hôtelière et touristique; 6. Licence en gestion, option: informatique de gestion; 7. Licence en science de l'éducation, option: sciences de l'éducation; 8. Master en comptabilité, contrôle, audit, option: 48",101,Sciences Politiques,name
"Licence en comptabilité, contrôle, audit, option: comptabilité finance; 2. Licence en management, option: management des entreprise; 3. Licence en gestion, option: gestion des entreprises; 4. Licence en science politique, option: sciences politiques et relations internationales; 5. Licence en gestion, option: gestion hôtelière et touristique; 6. Licence en gestion, option: informatique de gestion; 7. Licence en science de l'éducation, option: sciences de l'éducation; 8. Master en comptabilité, contrôle, audit, option: 48",105,Comptabilité,name
"Licence en comptabilité, contrôle, audit, option: comptabilité finance; 2. Licence en management, option: management des entreprise; 3. Licence en gestion, option: gestion des entreprises; 4. Licence en science politique, option: sciences politiques et relations internationales; 5. Licence en gestion, option: gestion hôtelière et touristique; 6. Licence en gestion, option: informatique de gestion; 7. Licence en science de l'éducation, option: sciences de l'éducation; 8. Master en comptabilité, contrôle, audit, option: 48",125,Sciences Politiques et Relations Internationales,name
